2936,1368,1817,1764,3837.2959809264307,3964.8523391812864,3951.7545404512935,4088.499433106576,1768.4144862432388,3787.737009799744,2851.5119158279635,2949.2993672905586,0.02396068092539218,-0.02407214314551818,-0.005824267555275313,-0.09293509322892865,3.092421596752624e-05,0.0003036693687146223,0.00012956126762629725,0.00014354147653536264
2926,1345,1897,1773,3849.4231032125767,3937.3769516728626,4004.7749077490776,4156.530174844896,1800.9212080333318,3907.8222527500475,2770.7780500135073,2983.5026355298014,0.027985365944731368,0.035803417779372314,-0.019185796569347924,-0.11806040473720159,3.175602037223297e-05,0.00032418030453471865,0.00011555571093149241,0.00014455239219207877
2963,1335,1829,1758,3849.1835977050287,3899.1685393258426,3985.7113176599237,4085.485210466439,1751.5075546861262,3882.3494636880105,2833.795888076304,2958.868035052675,0.020851810437135007,0.0473798093492545,-0.025760931903147072,-0.09164018651345655,3.004135567378142e-05,0.00032702571348646305,0.00012717619735731208,0.0001449356590002178
2924,1372,1854,1735,3853.8508891928864,3931.8921282798833,3986.78640776699,4050.692795389049,1774.5801182407995,3776.387878331421,2795.6352871201034,2993.0352298383214,0.020333959432496482,0.010585126509525722,-0.025687658004585598,-0.07123172662159713,3.1242623575704565e-05,0.0003009397785741006,0.0001221080556465969,0.0001499355742983309
2961,1393,1841,1725,3890.566362715299,3923.3840631730077,3971.4513851167844,4094.2359420289854,1766.9543272597016,3753.4129774296844,2839.4039936300237,3040.7847482557063,0.01557224197042786,0.03685513084056411,-0.006981999336969516,-0.08975794834244749,3.029418974465071e-05,0.0002903140840124052,0.0001256720048989547,0.00015452354226325724
2940,1371,1858,1720,3867.7785714285715,3902.2786287381473,3966.6350914962327,4083.0901162790697,1766.0441177460757,3784.1726278774454,2791.6428134375874,3026.5732909572907,0.017398287973401306,0.04378185982555202,-0.012932041615474833,-0.09284125397134049,3.072775508804701e-05,0.00030222275502792326,0.00012132764312879262,0.00015478845702913627
2970,1376,1900,1780,3926.417845117845,3992.3829941860463,4043.8489473684212,4138.220224719101,1809.921342555272,3901.497779013774,2825.810003421639,3024.641474664845,0.01959021390838533,0.021319476900610125,-0.0174253463962929,-0.07969486409546747,3.087686370640809e-05,0.00030914492717519466,0.00011746607400050027,0.0001441756789645453
2903,1338,1877,1779,3873.910781949707,3872.319880418535,3985.998401704848,4085.727937043283,1792.0679339411943,3888.349387518582,2769.487415307477,2931.901621496454,0.017362647983078582,0.08348938045963346,-0.021295073483707357,-0.08602018384662986,3.197568232056244e-05,0.00032663201177946395,0.00011798953469148302,0.0001401398753314318
2887,1366,1868,1764,3871.7530308278488,3916.721083455344,3948.456102783726,4069.7063492063494,1796.3410587730862,3793.368245696684,2773.631521018819,2946.378067816116,0.01661933259592808,0.026706477599156578,-0.003647199805938561,-0.08098647097785004,3.240036115371482e-05,0.0003050280674181707,0.00011923243555734953,0.00014307149989274196
2911,1334,1847,1834,3865.2627962899346,3914.852323838081,3966.560368164591,4147.407306434024,1801.6413570772975,3926.081872346554,2834.4014094511713,2873.12629696802,0.0227511576004991,0.05306240257551219,-0.002358447150689724,-0.10916763809328425,3.2025729281515174e-05,0.00033126688717531963,0.00012462982884177407,0.0001300718703219736
2904,1433,1857,1717,3929.526170798898,3962.7669225401255,3920.2934841141628,4029.138613861386,1796.1348425071749,3639.4884799388897,2809.1175061451704,3040.665812889891,0.005974346493730395,-0.007480483233519934,0.019906368100344466,-0.04975397705465731,3.195677997783023e-05,0.0002658587339149136,0.00012225631002313596,0.00015509049119326836
2954,1384,1810,1739,3878.3781313473255,3919.6676300578033,3934.4016574585635,4080.2903967797583,1756.2310943042755,3745.8634871053305,2863.9804409730014,2991.707486897417,0.014605854800385653,0.02401893345957455,0.0051750136543590106,-0.0896228812666112,3.0245934643171095e-05,0.00029341168824116744,0.00013113499167465064,0.00014964777083269182
2977,1342,1796,1775,3831.664427275781,3916.419523099851,4024.721603563474,4073.805633802817,1746.8615327976695,3866.2171608417225,2892.0436650027705,2932.053444281575,0.025133936729273505,0.030756609299739862,-0.04907668597699346,-0.08104086465725742,2.9734961106848127e-05,0.0003221264877191957,0.00013487688528471164,0.00014064111757546114
2978,1324,1810,1782,3882.003022162525,3911.6948640483383,3931.7259668508286,4095.1503928170596,1745.163233764329,3923.072241305591,2869.1461447820425,2926.505717892633,0.014356317422103339,0.03918666075580028,0.008899900021229616,-0.09251312499049945,2.957252567724554e-05,0.0003358751434251852,0.0001313800290980453,0.0001396053897349855
2913,1390,1846,1738,3879.8111912118093,3877.869784172662,3944.35698808234,4099.556386651323,1780.8868837015914,3732.354396892364,2808.089115971456,2996.6861731116164,0.014686642853819428,0.06648492864554832,-0.0007851715122869211,-0.10235452116345968,3.153740812022723e-05,0.0002903169930575001,0.00012360586995125615,0.00015044616041609064
