3026,1357,1853,1767,3916.804362194316,3927.678703021371,4041.8078791149487,4158.700056593096,1766.1675166640823,3937.1481301331037,2881.2732234203268,3034.6368465475193
2982,1379,1839,1803,3916.086519114688,3966.2545322697606,4007.7085372485044,4161.171381031614,1792.2683766720568,3871.313449983905,2902.3268104796143,2974.4807938444737
3003,1381,1857,1764,3926.106227106227,3968.2729905865317,3991.790522347873,4168.352040816327,1780.1404811069185,3867.588349865288,2875.6630228508084,3042.899660705084
2964,1369,1887,1785,3917.365721997301,3944.519357195033,4024.5877053524114,4162.7417366946775,1804.036761475389,3903.0723333069895,2830.1601507329538,3006.0727764233225
2988,1383,1868,1770,3905.331659973226,4006.430224150398,4033.2366167023556,4137.811299435029,1792.1939227990752,3865.036808379908,2861.988640126451,3030.0821829697607
2978,1378,1892,1772,3888.4788448623235,3990.1603773584907,4068.997885835095,4164.398984198646,1804.7949529855173,3889.9907627023954,2834.8695816167315,3038.3899239874613
2961,1406,1863,1809,3904.9105032083758,3994.9573257467996,4040.5904455179816,4202.195135433942,1823.1936552780062,3830.7525250250756,2890.9963217056816,2995.5889760346404
2978,1386,1910,1810,3945.2582269979853,3971.90404040404,4071.3078534031415,4221.685082872928,1831.827981487769,3932.7307702684475,2851.7328576568007,3026.733654193336
3045,1372,1888,1781,3979.615763546798,3992.4409620991255,4052.719809322034,4177.743402582819,1790.6636049899232,3973.1211058859863,2885.9749441221165,3069.571604683996
3002,1401,1891,1802,3969.7295136575617,4037.5881513204854,4087.30248545743,4142.997780244174,1821.5021647388182,3898.7862203741965,2889.3101469320995,3036.1937158887613
